Unique ID,Car Type,Year,Makes,Models,Nickname,Year Makes Models,Special Access,Reward,Shop Series,DLC Date/Pack,FE Boost,Rarity,Car Value,Class,PI,S,H,A,L,B,HP,T,Wt,Wt / HP,%,Displ,Aspiration,Engine,Cylinders,Eng,Drive,Track Width,R Tire,Aero or kit Options,Engine Conversions (hp),PI RWD,PI AWD,Aspiration Options,Naturally Aspirated,Region,Country,Model Family,Open Top,Doors,Steering,Wheels,No lights,Car Themes,0-60 Sec,0-100 Sec,1/4 Mile,Top Speed,60-0 Feet,100-0 Ft,60 mph g's,100mph g's,60-100 sec,Added,filter
415,Extreme Track Toys,2011,Lamborghini,Sesto Elemento,Lambo Sesto,2011 Lamborghini Sesto Elemento,,,,,,Legendary,"2,500,000",S2,948,8.1,10.0,10.0,10.0,10.0,571,398,2202,3.86,43,5204,NA,V,10,M,AWD,Both,295,Forza,750,950,948,"TT, CS",stock,Europe,Italy,,,2,L,4,,"OR, HR",2.500,5.200,9.850,210.7,98.0,223.9,1.47,1.81,2.700,9/7/2018,Race
416,Modern Super Cars,2011,Lamborghini,Gallardo LP 570-4 Superleggera,Lambo Gallardo,2011 Lamborghini Gallardo LP 570-4 Superleggera,,,,,,Epic,"180,000",S1,833,7.9,7.2,8.4,9.4,7.5,562,398,3470,6.17,43,5204,NA,V,10,M,AWD,no,295,Forza,750,,,TT. CS,stock,Europe,Italy,Gallardo,,2,L,4,,,3.000,6.800,11.000,210.2,131.7,330.3,0.97,1.05,3.800,9/7/2018,Factory
417,Modern Super Cars,2010,Lamborghini,Murcielago LP 670-4 SV,Lambo Murcielago,2010 Lamborghini Murcielago LP 670-4 SV,,,,,,Legendary,500000,S1,840,8.2,7.4,6.7,8.0,7.9,661,487,3850,5.82,42,6496,NA,V,12,M,AWD,Yes,335,Preset / WB,750,,,TT,stock,Europe,Italy,,,2,L,4,,,3.200,7.200,11.400,216.6,126.2,314.8,0.99,1.08,4.000,9/7/2018,Factory
418,Modern Super Cars,2008,Lamborghini,Reventon Forza Edition,Reventon FE,2008 Lamborghini Reventon Forza Edition,Exclusive,"Car Mastery Miura | S5, S14, S15, S20, S22, S26","S2, S9, S28",,Credits,FE,"1,625,000",S1,847,8.2,7.7,6.7,8.0,8.2,641,486,4068,6.35,42,6496,NA,V,12,M,AWD,no,335,Preset Adjustable,750,850,847,TT,stock,Europe,Italy,,,2,L,4,,"OR, CS",3.400,7.800,,218.9,125.2,308.3,1.08,1.16,4.400,,Upgraded
419,Modern Super Cars,2008,Lamborghini,Reventon,Lambo Reventon,2008 Lamborghini Reventon,,,S17.2,,,Legendary,"1,375,000",S1,841,8.2,7.4,6.7,8.0,7.9,641,486,4068,6.35,42,6496,NA,V,12,M,AWD,Both,335,Forza,750,843,841,TT,stock,Europe,Italy,,,2,L,4,,"OR, CS",3.400,7.800,10.900,219.1,122.4,297.2,1.07,1.12,4.400,9/7/2018,Factory
420,Extreme Track Toys,1999,Lamborghini,Diablo GTR,Diablo GTR,1999 Lamborghini Diablo GTR,Exclusive,"S16, S20, S25","S23, S33",201911 Series 16,,Legendary,"250,000",S2,915,7.8,9.9,8.2,9.1,10.0,590,472,3086,5.23,40,5992,NA,V,12,M,RWD,Both,325,,"700, 750",915,914,"T, TT, PDS, CS",stock,Europe,Italy,,,2,L,4,,,3.500,8.400,11.600,201.7,97.8,229.5,1.47,1.76,4.900,11/19/2019,Race
421,Retro Super Cars,1997,Lamborghini,Diablo SV,Lambo Diablo SV,1997 Lamborghini Diablo SV,,,S16.4,,,Rare,"175,000",A,787,8.1,6.6,6.8,8.0,6.5,530,446,3474,6.55,41,5707,NA,V,12,M,RWD,Both,335,Forza,none,,,"T, TT, PDS, CS",stock,Europe,Italy,,,2,L,4,,,4.319,9.019,12.200,211.4,154.3,356.2,1.05,1.11,4.700,9/7/2018,Factory
422,Retro Super Cars,1988,Lamborghini,Countach LP5000 QV,Lambo Countach,1988 Lamborghini Countach LP5000 QV,,,,,,Rare,"220,000",A,759,7.4,6.6,6.4,7.5,6.0,455,369,3284,7.22,41,5167,NA,V,12,M,RWD,Both,345,Forza,750,,,"TT, CS",stock,Europe,Italy,,,2,L,4,,"WFRC, IMC",4.900,11.900,13.400,190.1,155.0,371.3,1.06,1.11,7.000,9/7/2018,Factory
423,Offroad,1986,Lamborghini,LM 002,Lambo LM 002,1986 Lamborghini LM 002,,,,,,Epic,"180,000",C,553,6.1,5.0,4.7,5.3,5.0,450,369,5952,13.23,50,5167,NA,V,12,F,AWD,no,325,Bed/bars,850,,,"TT, PDS",stock,Europe,Italy,,,5,L,4,,"DvG, OR, HH",6.700,20.600,15.333,142.2,201.4,484.3,0.78,0.77,13.900,9/7/2018,Factory
424,Retro Super Cars,1972,Lamborghini,Jarama S,Jarama S '72,1972 Lamborghini Jarama S,DLC store,Free w/DLC,,FH4 Car Pass / HP,,Rare,"150,000",C,559,6.3,4.7,5.5,6.6,4.5,365,300,3389,9.28,53,3929,NA,V,12,F,RWD,Yes,215,Forza,"455, 602, 700, 750",559,576,"TT, PDS",stock,Europe,Italy,,,2,L,4,,,7.000,15.000,,154.8,187.2,450.5,0.77,0.76,8.000,12/20/2018,Factory
425,Rare Classics,1967,Lamborghini,Miura P400,Lambo Miura,1967 Lamborghini Miura P400,,,,,,Legendary,"1,000,000",B,619,6.6,6.2,5.6,6.6,4.8,350,272,2745,7.84,44,3939,NA,V,12,M,RWD,Yes,205,Forza,none,619,643,none,stock,Europe,Italy,,,2,L,4,,WFRC,6.700,14.300,14.600,164.4,187.6,470.1,0.76,0.75,7.600,9/7/2018,Factory
426,Retro Rally,1992,Lancia,Delta HF Integrale EVO,Lancia Delta,1992 Lancia Delta HF Integrale EVO,Exclusive,"S1, S6, S28, S10, S22, S29",S15,,,Rare,"60,000",C,532,5.7,4.7,6.2,8.0,5.0,210,224,2866,13.65,63,1995,T,Inline,4,F,AWD,Yes,205,Rally lights,300,532,530,none,no,Europe,Italy,,,5,L,4,,,6.000,17.400,14.390,136.4,189.6,450.5,0.77,0.76,11.400,9/7/2018,Race
427,Retro Rally,1986,Lancia,Delta S4,Lancia Delta S4,1986 Lancia Delta S4,,,,,,Epic,"146,000",B,638,5.8,5.4,7.1,8.7,5.6,247,214,2646,10.71,45,1759,T,Inline,4,M,AWD,no,205,Preset / Rally,300,,,none,no,Europe,Italy,,,2,L,4,,"WW, HOM",5.500,13.900,12.650,139.4,163.9,403.1,0.83,0.85,8.400,9/7/2018,Factory
428,Retro Rally,1982,Lancia,037 Stradale,Lancia 037,1982 Lancia 037 Stradale,,,,,,Epic,95000,C,590,6.0,5.5,6.1,7.3,5.5,202,172,2540,12.57,44,1995,PDS,Inline,4,M,RWD,no,225,Preset / Rally,"321, 300",,,T,eng,Europe,Italy,,,2,L,4,,HOM,5.916,15.500,15.900,143.0,163.7,404.9,0.85,0.86,9.584,5/14/2011,Factory
429,Classic Rally,1974,Lancia,Stratos HF Stradale,Lancia Stratos,1974 Lancia Stratos HF Stradale,,"Event (S5, S22.1), Trial S17.2",,,,Legendary,"550,000",C,544,6.1,4.8,6.1,7.8,4.6,190,165,2161,11.37,46,2418,NA,V,6,M,RWD,Both,205,Preset / Rally,"321, 300, 562v8",,,T,stock,Europe,Italy,,,2,L,4,,"WW, HOM",6.800,17.600,13.900,146.5,190.2,476.9,0.79,0.79,10.800,9/7/2018,Factory
430,Classic Rally,1968,Lancia,Fulvia Coupe Rallye 1.6 HF,Lancia Fulvia,1968 Lancia Fulvia Coupe Rallye 1.6 HF,,,,,,Rare,"60,000",D,490,5.5,4.7,5.5,7.0,4.7,130,119,1815,13.96,65,1584,NA,V,4,F,FWD,Both,175,Rally lights,"212, 300",,,"T, CS",stock,Europe,Italy,,,2,L,4,,WW,9.500,22.000,14.600,125.1,184.2,472.0,0.75,0.74,12.500,9/7/2018,Factory
431,Sports Utility Heroes,2018,Land Rover,Range Rover Velar First Edition,Land Rover Velar,2018 Land Rover Range Rover Velar First Edition,Exclusive,S26,,202008 Series 26,,Epic,"85,000",B,658,6.7,5.8,6.1,8.0,5.9,375,332,4676,12.47,49,2995,PDS,V,8,F,AWD,Both,265,Rally lights,"550, 602, 700, 850",636,650,none,eng,Europe,U.K.,,,4,R,4,,HH,5.668,14.844,,162.6,177.5,403.8,0.86,0.86,9.176,8/26/2020,Factory
432,Sports Utility Heroes,2015,Land Rover,Range Rover Sport SVR,Range Rover '15,2015 Land Rover Range Rover Sport SVR,,,S16.3,,,Epic,"133,000",A,752,7.1,6.2,7.5,9.2,6.4,550,502,5148,9.36,52,5000,PDS,V,8,F,AWD,no,295,Preset / Offroad,"550, 602, 700",746,752,none,eng,Europe,U.K.,,,5,R,4,,"WW, DD, HH",4.300,10.500,12.800,178.9,172.7,388.9,0.91,0.90,6.200,9/7/2018,Factory
433,Offroad,1997,Land Rover,Defender 90,LR Defender,1997 Land Rover Defender 90,,,,,,Rare,"30,000",D,357,4.8,4.8,4.6,5.5,4.5,182,232,3902,21.44,52,3950,NA,V,8,F,AWD,no,265,Preset / Offroad,"510, 602, 850",748,752,PDS,stock,Europe,U.K.,,,5,L,4,,"BRG, WW, DD",3.979,9.804,16.733,144.3,F,F,0.84,0.84,5.825,9/7/2018,Factory
434,Offroad,1973,Land Rover,Range Rover,Range Rover '73,1973 Land Rover Range Rover,Exclusive,Barn Find (Seasonal),,,,Legendary,"50,000",D,235,4.5,4.6,4.3,6.7,4.4,135,185,3800,28.15,50,3528,NA,V,8,F,AWD,no,205,Preset / Offroad,"510, 602, 850",247,235,PDS,stock,Europe,U.K.,,,3,R,4,,,13.921,na,,95.4,233.8,na,0.71,0.71,na,9/7/2018,Factory
435,Offroad,1972,Land Rover,Series III Forza Edition,LR Series III FE,1972 Land Rover Series III Forza Edition,Exclusive,"Wheelspin | S9, S22","S1, S6, S12",,Destruction,FE,"270,000",D,126,6.6,6.3,7.6,8.8,5.6,69,103,3097,44.88,57,2286,NA,Inline,4,F,AWD,no,265,Preset FE Roof,"300, 550",,,"T, PDS",stock,Europe,U.K.,,,3,R,4,,"BRG, WW",23.612,na,,76.9,218.6,na,0.80,0.79,na,,Upgraded
436,Offroad,1972,Land Rover,Series III,LR Series III,1972 Land Rover Series III,,,,,,Common,"20,000",D,100,3.9,4.0,3.7,4.7,4.0,69,103,3097,44.88,57,2286,NA,Inline,4,F,AWD,no,165,Offroad,"300, 850",100,100,"T, PDS",stock,Europe,U.K.,,,3,R,4,,"BRG, WW, RPC",25.385,na,20.683,76.3,232.2,na,0.67,0.66,na,9/7/2018,Factory
437,Hypercars,2019,LEGO Speed Champions,McLaren Senna,LEGO Senna,2019 LEGO Speed Champions McLaren Senna,DLC Exclusive,LEGO start,,201906 LEGO SC,,Legendary,"1,000,000",S2,978,8.7,10.0,9.3,10.0,10.0,789,590,2800,3.55,42,3994,TT,V,8,M,RWD,no,?,none,789,978,973,none,,Europe,Denmark,,,2,C,4,,,2.253,4.686,,217.1,88.6,204.1,1.48,1.82,2.433,6/9/2019,Tuner
438,Hypercars,2019,LEGO Speed Champions,Bugatti Chiron,LEGO Chiron,2019 LEGO Speed Champions Bugatti Chiron,DLC Exclusive,LEGO,,202002 Series 19,,Legendary,"2,400,000",S2,937,10.0,8.0,9.4,10.0,9.0,1479,1180,4398,2.97,43,7993,TT,W,16,M,AWD,no,?,none,none,927,937,none,,Europe,Denmark,,,2,C,4,,HR,2.400,4.900,,268.0,101.2,232.4,1.29,1.39,2.500,2/10/2020,Tuner
439,Extreme Track Toys,1987,LEGO Speed Champions,Ferrari F40 Competizione,LEGO F40 C,1987 LEGO Speed Champions Ferrari F40 Competizione,DLC Exclusive,LEGO bricks,,201906 LEGO SC,,Legendary,"3,000,000",S2,973,8.0,10.0,8.7,7.1,10.0,690,526,2315,3.36,42,2396,TT,V,8,M,RWD,no,?,none,none,973,986,none,,Europe,Denmark,,,2,C,4,,HR,3.700,8.100,,214.4,96.5,218.1,1.56,1.87,4.400,6/9/2019,Tuner
440,Extreme Track Toys,1974,LEGO Speed Champions,Porsche 911 Turbo 3.0,LEGO Porsche 911,1974 LEGO Speed Champions Porsche 911 Turbo 3.0,DLC Exclusive,Barn Find (LEGO),,201906 LEGO SC,,Legendary,"500,000",S1,898,7.6,9.4,8.5,9.8,10.0,491,434,2641,5.38,40,2994,T,Flat,6,F,AWD,no,?,none,none,898,914,TT,,Europe,Denmark,,,2,C,4,,,5.700,13.000,,195.8,97.0,226.9,1.44,1.64,7.300,8/1/2019,Tuner
441,Rally Monsters,1967,LEGO Speed Champions,Mini Cooper S Rally,LEGO Mini Cooper,1967 LEGO Speed Champions Mini Cooper S Rally,DLC Exclusive,LEGO bricks,,201906 LEGO SC,,Legendary,"500,000",S1,831,6.4,8.1,8.8,10.0,8.3,375,332,2800,7.47,50,1600,T,,,F,AWD,no,?,none,none,827,831,none,,Europe,Denmark,,,2,C,4,,,10.500,65.119,,161.1,115.9,286.7,1.13,1.23,54.619,6/9/2019,Tuner
442,Super Saloons,2015,Lexus,RC F,Lexus RC F,2015 Lexus RC F,Exclusive,"S27, S30",,202009 Series 27,,Rare,"250,000",A,761,7.2,6.5,6.3,7.9,6.7,467,388,3957,8.47,55,4969,NA,V,8,F,RWD,Both,275,Widebody kit,"510, 602, 700, 552",761,761,"TT, PDS",stock,N. America,U.S.,,,2,L,4,,,4.400,10.000,,183.8,167.6,379.1,0.92,0.95,5.600,9/23/2020,Factory
443,Modern Super Cars,2010,Lexus,LFA,Lexus LFA,2010 Lexus LFA,Exclusive,"S19, S26","S23, S28",202002 Series 19,,Epic,"500,000",S1,826,7.8,7.1,6.9,8.5,7.6,552,354,3263,5.91,48,4805,NA,V,10,F,RWD,Both,305,Forza,"552, 700, 750",826,828,TT,stock,N. America,U.S.,,,2,L,4,,,3.687,7.785,,203.8,129.5,316.0,0.98,1.04,4.098,2/10/2020,Factory
444,Super Saloons,2009,Lexus,IS F,Lexus IS F,2009 Lexus IS F,Exclusive,"S27, S29",,202009 Series 27,,Rare,"250,000",A,737,7.5,6.1,6.1,7.7,6.1,416,371,3780,9.09,54,4969,NA,V,8,F,RWD,Both,255,Forza,"510, 500, 602, 552",737,737,"TT, CS",stock,N. America,U.S.,IS,,4,L,4,,,4.400,10.215,,191.8,167.3,388.9,0.88,0.90,5.815,9/23/2020,Factory
445,Extreme Offroad,2014,Local Motors,Rally Fighter,Rally Fighter,2014 Local Motors Rally Fighter,,"S15, S22",S16,,,Epic,"100,000",A,760,6.7,6.4,6.1,7.3,5.9,430,424,3800,8.84,50,6162,NA,V,8,F,RWD,no,285,Rally lights / roof,"415, 640, 700, 850",760,772,"TT, PDS",stock,N. America,U.S.,,,2,L,4,,"DvG, OR",6.059,15.572,13.917,164.0,167.9,421.7,0.84,0.83,9.513,9/7/2018,Factory
446,Classic Racers,1969,Lola,#6 Penske Sunoco T70 MkIIIB,#6 Lola T70,1969 Lola #6 Penske Sunoco T70 MkIIIB,,,,,,Legendary,"850,000",S1,828,7.4,6.8,7.9,9.4,6.6,460,395,1852,4.03,36,4995,NA,V,8,M,RWD,no,380,Adjustable,"510, 602",828,840,none,stock,Europe,U.K.,,,2,R,4,,,3.000,6.700,10.133,186.0,131.3,322.2,1.00,0.99,3.700,9/7/2018,Race
447,Track Toys,2016,Lotus,3-Eleven,Lotus 3-Eleven,2016 Lotus 3-Eleven,,,,,,Rare,"150,000",S1,870,6.8,9.3,8.0,9.4,9.9,410,308,2103,5.13,36,3456,PDS,Inline,6,M,RWD,no,265,Forza,"510, 475, 602",,,none,no,Europe,U.K.,,Yes,2,L,4,,SS,3.300,7.000,11.033,172.5,117.0,273.5,1.14,1.39,3.700,9/7/2018,Factory
448,Modern Sports Cars,2012,Lotus,Exige S,Lotus Exige S,2012 Lotus Exige S,,,,,,Rare,"85,000",A,772,7.0,7.1,7.4,8.9,7.4,345,295,2593,7.52,41,3456,PDS,V,6,M,RWD,Both,265,Rally lights,"510, 475, 602",,,T,eng,Europe,U.K.,,Yes,2,L,4,,BRG,4.000,9.616,12.033,176.8,141.9,338.2,0.96,1.03,5.616,9/7/2018,Factory
449,Modern Sports Cars,2011,Lotus,Evora S,Lotus Evora S,2011 Lotus Evora S,,,,,,Rare,"43,000",A,748,7.1,6.6,7.2,8.8,6.6,346,295,3168,9.16,39,3456,PDS,V,6,M,RWD,no,275,Forza,"510, 602",,,T,eng,Europe,U.K.,,,2,R,4,,,4.300,10.400,12.433,180.5,149.3,363.6,0.92,0.98,6.100,9/7/2018,Factory
450,Track Toys,2009,Lotus,2-Eleven,Lotus 2-Eleven,2009 Lotus 2-Eleven,Exclusive,"S6, S13, S19, S26","S9, S17",,,Rare,"130,000",S1,813,6.2,9.3,7.4,8.9,9.9,252,179,1642,6.52,38,1796,PDS,Inline,4,M,RWD,no,225,Adjustable,"321, 300, 475",813,818,none,eng,Europe,U.K.,,Yes,2,L,4,,SS,3.800,8.919,12.200,153.0,107.8,260.1,1.31,1.49,5.119,9/7/2018,Factory
451,Retro Sports Cars,2005,Lotus,Elise 111S,Lotus Elise '05,2005 Lotus Elise 111S,Exclusive,"S16, S17",S9,,,Rare,"45,000",B,650,5.7,7.0,6.3,7.8,7.0,156,129,1777,11.39,39,1796,NA,Inline,4,M,RWD,no,225,Forza,"321, 300, 475",650,653,"T, PDS",stock,Europe,U.K.,,,2,R,4,,SS,5.000,14.500,14.200,134.1,151.1,358.8,0.94,1.03,9.500,9/7/2018,Factory
452,Retro Super Cars,2002,Lotus,Esprit V8,Lotus Esprit,2002 Lotus Esprit V8,,,,,,Rare,"42,000",A,756,7.3,6.6,7.0,8.6,6.5,350,295,2851,8.15,43,3506,TT,V,8,M,RWD,Both,285,Forza,602,756,766,none,eng,Europe,U.K.,,,2,R,4,,,4.800,10.518,13.000,186.1,153.3,369.1,0.93,0.98,5.718,9/7/2018,Factory
453,Retro Sports Cars,2000,Lotus,340R,Lotus 340R,2000 Lotus 340R,,,,,,Rare,"40,000",A,706,5.6,7.6,7.1,8.5,7.8,177,126,1485,8.39,37,1796,NA,Inline,4,M,RWD,no,225,Forza,"321, 300",706,708,"T, CS",stock,Europe,U.K.,,Yes,2,R,4,,"OR, SS",4.600,12.518,13.033,128.4,142.3,335.8,1.00,1.11,7.918,9/7/2018,Factory
454,Track Toys,1999,Lotus,Elise Series 1 Sport 190,Lotus Elise '99,1999 Lotus Elise Series 1 Sport 190,Exclusive,"S7, S12, S14, S19, S23",BP,201903 Series 7,,Legendary,"81,000",A,728,6.1,6.9,7.2,8.6,6.8,190,140,1477,7.77,39,1796,NA,Inline,4,M,RWD,Both,225,Forza,"321, 300",728,738,"T, CS",stock,Europe,U.K.,,Yes,2,L,4,,SS,4.300,10.700,12.367,148.5,145.1,352.8,0.95,1.02,6.400,3/1/2019,Factory
455,Track Toys,1997,Lotus,Elise GT1,Lotus Elise GT1,1997 Lotus Elise GT1,Exclusive,Barn Find,,,,Legendary,"1,800,000",S1,815,6.8,8.6,7.2,8.4,9.0,350,295,2425,6.93,42,3506,TT,V,8,M,RWD,Both,345,Adjustable,"510, 602",815,812,none,eng,Europe,U.K.,,,2,R,4,,CS,4.017,9.600,11.933,171.2,125.9,282.6,1.20,1.49,5.583,9/7/2018,Race
456,Classic Sports Cars,1971,Lotus,Elan Sprint,Lotus Elan,1971 Lotus Elan Sprint,,,,,,Rare,"57,000",D,456,5.5,5.0,5.3,6.3,4.7,126,113,1640,13.02,47,1558,NA,Inline,4,F,RWD,Front,155,Forza,"321, 212, 300",456,484,T,stock,Europe,U.K.,,,2,R,4,,"BRG, DvG, mm",8.419,26.500,16.000,127.2,193.2,477.2,0.78,0.77,18.081,9/7/2018,Factory
457,Classic Racers,1956,Lotus,Eleven,Lotus Eleven,1956 Lotus Eleven,,,,,,Rare,"140,000",C,553,5.7,5.7,5.3,6.3,5.2,83,74,1079,13.00,54,1098,NA,Inline,4,F,RWD,no,175,Forza,"212, 300, 475",553,566,"T, PDS",stock,Europe,U.K.,,Yes,2,R,4,,,9.000,22.000,16.000,133.4,182.2,437.2,0.80,0.79,13.000,9/7/2018,Race
458,Sports Utility Heroes,2017,Maserati,Levante S,Maserati Levante,2017 Maserati Levante S,Exclusive,"S5, S12, S17","S8, S18, S21",201901 Series 5,,Rare,"85,000",A,723,7.2,5.9,6.7,8.0,6.2,424,427,4649,10.96,50,2979,TT,V,6,F,AWD,Both,295,Forza,"602, 660, 562",719,723,none,eng,Europe,Italy,,,5,L,4,,HH,5.100,12.300,12.700,180.6,156.6,371.0,0.88,0.88,7.200,4/19/2018,Factory
459,Super Saloons,2014,Maserati,Ghibli S Q4,Ghibli '14,2014 Maserati Ghibli S Q4,Exclusive,"S10, S14, S18, S23, S29","S25, S26",201906 Series 10,,Legendary,"250,000",A,737,7.3,6.1,7.2,9.0,6.1,404,405,4123,10.21,51,2979,TT,V,6,F,AWD,Both,285,Forza,"432, 660, 756",735,737,none,eng,Europe,Italy,,,4,L,4,,,4.700,12.000,12.633,184.0,164.9,389.0,0.89,0.91,7.300,6/1/2019,Factory
460,GT Cars,2010,Maserati,Gran Turismo S,Maserati GT-S,2010 Maserati Gran Turismo S,,,,,,Rare,"156,000",A,727,7.4,6.3,6.6,8.3,6.3,432,361,4146,9.60,47,4691,NA,V,8,F,RWD,no,285,Forza,"432, 510, 602",727,725,"TT, CS",stock,Europe,Italy,,,2,L,4,,,4.600,11.500,13.067,188.4,161.9,383.8,0.90,0.93,6.900,9/7/2018,Factory
461,Extreme Track Toys,2008,Maserati,MC12 Versione Corsa,MC12 Corsa '08,2008 Maserati MC12 Versione Corsa,Exclusive,"S9, S12, S18, S24, S29",S21,201905 Series 9,,Legendary,"2,500,000",S2,993,8.1,10.0,8.9,10.0,10.0,756,523,2646,3.50,41,5998,NA,V,12,M,RWD,Both,330,Adjustable,"750, 756, 1036",993,992,TT,stock,Europe,Italy,,,2,L,4,,HR,3.320,5.820,,212.8,87.9,198.0,1.57,1.94,2.500,5/7/2019,Race
462,Extreme Track Toys,2004,Maserati,MC12 Forza Edition,MC12 FE,2004 Maserati MC12 Forza Edition,Exclusive,"Car Mastery (300S) | S8, S11, S14, S18, S23","S6, S27",,Speed Skills,FE,"1,250,000",S2,945,8.4,10.0,8.8,9.9,10.0,624,480,3142,5.04,41,5998,NA,V,12,M,RWD,no,345,FE Preset,"700, 750",945,934,TT,stock,Europe,Italy,,,2,L,4,,CS,3.700,7.800,,220.0,98.6,224.4,1.49,1.80,4.100,9/28/2018,Upgraded
463,Retro Super Cars,2004,Maserati,MC12,Maserati MC12,2004 Maserati MC12,,,S17.2,,,Epic,"1,000,000",S1,861,8.4,8.0,7.5,9.1,8.3,624,480,3142,5.04,41,5998,NA,V,12,M,RWD,no,245,Forza,750,861,854,TT,stock,Europe,Italy,,,2,L,4,,CS,3.700,7.800,11.300,219.6,128.1,306.8,1.02,1.16,4.100,9/7/2018,Factory
464,Classic Racers,1961,Maserati,Tipo 61 Birdcage,Maserati Tipo 61,1961 Maserati Tipo 61 Birdcage,,"S7, S12, S17, S20, S21, S27","S16 BF, S25",,,Legendary,"2,400,000",A,747,7.0,5.9,6.3,8.0,5.7,250,228,1323,5.29,50,2890,NA,Inline,4,F,RWD,no,195,Forza,300,747,784,"T, PDS",stock,Europe,Italy,,Yes,2,R,4,,"OR, CS, HR, SS",3.900,9.230,11.933,174.5,152.0,383.5,0.82,0.81,5.330,9/7/2018,Race
465,Classic Racers,1957,Maserati,300 S,Maserati 300 S,1957 Maserati 300 S,,,,,,Legendary,"6,000,000",B,668,6.2,5.3,5.8,7.0,4.7,260,247,2120,8.15,52,2991,NA,Inline,6,F,RWD,no,205,Forza,"321, 300",668,701,"T, PDS",stock,Europe,Italy,,Yes,2,R,4,,HR,4.200,12.000,15.533,149.2,184.6,469.0,0.78,0.77,7.800,9/7/2018,Race
466,Rare Classics,1953,Maserati,A6GCS/53 PininFarina Berlinetta,Maserati A6GCS,1953 Maserati A6GCS/53 PininFarina Berlinetta,,"S17, S26",S12.1,,,Legendary,"2,000,000",D,486,5.5,4.8,4.7,5.1,4.6,170,135,1984,11.67,51,1986,NA,Inline,6,F,RWD,no,185,Forza,"321, 300",486,512,PDS,stock,Europe,Italy,,,2,L,4,,HR,6.800,17.600,15.917,129.3,197.6,481.7,0.75,0.74,10.800,9/7/2018,Factory
467,Vintage Racers,1939,Maserati,8CTF,Maserati 8CTF,1939 Maserati 8CTF,,,,FH4 Game Pass U,,Legendary,"10,000,000",B,648,7.3,5.2,5.4,6.9,4.8,360,332,1764,4.90,55,2991,PDS,Inline,8,F,RWD,Yes,190,none,none,648,725,none,no,Europe,Italy,,Yes,1,C,4,,HR,4.490,10.000,11.950,174.9,188.9,471.0,0.76,0.75,5.510,9/7/2018,Race
468,Modern Sports Cars,2016,Mazda,MX-5,Mazda MX-5 '16,2016 Mazda MX-5,,,,,,Common,"35,000",B,625,6.2,6.2,6.3,7.9,5.7,155,148,2310,14.90,50,1997,NA,Inline,4,F,RWD,Yes,205,Forza,"321, 415, 300, 690",625,636,"T, PDS, CS",stock,Asia,Japan,Miata,Yes,2,L,4,,SS,6.000,16.800,14.800,149.0,163.5,397.1,0.88,0.91,10.800,9/7/2018,Factory
469,Modern Sports Cars,2013,Mazda,MX-5,Mazda MX-5 '13,2013 Mazda MX-5,,,,,,Common,"26,000",C,525,5.7,5.5,5.7,7.4,5.0,167,140,2593,15.53,51,1999,NA,Inline,4,F,RWD,Yes,205,Forza,"321, 415, 300, 690",525,534,"T, PDS, CS",stock,Asia,Japan,Miata,,2,L,4,,DD,6.100,17.300,14.700,131.5,181.5,434.7,0.86,0.89,11.200,9/7/2018,Factory
470,Modern Sports Cars,2011,Mazda,RX-8 R3,Mazda RX-8,2011 Mazda RX-8 R3,,,,,,Common,"27,000",B,638,6.5,6.0,6.1,7.7,5.6,232,159,3065,13.21,52,1308,NA,Rotary,2R,F,RWD,Both,225,Aftermarket,"300, 690",638,654,"T, CS",stock,Asia,Japan,RX,,2,L,4,,,5.900,15.900,14.100,155.9,173.2,409.0,0.87,0.89,10.000,9/7/2018,Factory
471,Retro Sports Cars,2005,Mazda,Mazdaspeed MX-5,Mazda MX-5 '05,2005 Mazda Mazdaspeed MX-5,,,,,,Common,"25,000",B,605,5.9,6.1,5.2,7.8,5.7,178,166,2529,14.21,52,1839,T,Inline,4,F,RWD,Both,205,Forza,"321, 415, 300, 690",605,617,none,eng,Asia,Japan,Miata,Yes,2,L,4,,"RPC, SS",6.719,18.300,14.450,140.4,168.2,401.9,0.87,0.90,11.581,9/7/2018,Factory
472,Retro Sports Cars,2002,Mazda,RX-7 Spirit R Type-A,RX-7 Spirit R,2002 Mazda RX-7 Spirit R Type-A,DLC store,Free w/DLC,,FH4 Car Pass / JH,,Common,"25,000",A,711,7.1,6.2,6.3,8.0,5.7,276,231,2800,10.14,50,1308,TT,Rotary,2R,F,RWD,Yes,255,Aftermarket,"415, 300, 690",711,725,T,,Asia,Japan,,,2,R,4,,,5.100,12.500,,179.2,162.8,396.6,0.90,0.93,7.400,10/5/2018,Factory
473,Retro Sports Cars,1997,Mazda,RX-7,Mazda RX-7 '97,1997 Mazda RX-7,,,,,,Common,"35,000",B,681,7.2,6.0,6.3,8.0,5.1,261,217,2831,10.85,50,1308,TT,Rotary,2R,F,RWD,Yes,225,Preset / Aftermarket,"415, 300, 690",681,703,T,eng,Asia,Japan,RX,,2,R,4,,MvT,5.100,14.000,14.000,179.6,178.8,438.1,0.88,0.90,8.900,9/7/2018,Factory
